Date,MSFT,AAPL,AMZN,FB,BRK-B,GOOG,GOOGL,JPM,JNJ,XOM,V,BAC,INTC,PG,CSCO
2018-09-05,106.4493637084961,222.73458862304688,1994.8199462890625,167.17999267578125,212.25999450683597,1186.47998046875,1199.0999755859375,110.3478546142578,131.29908752441406,76.86221313476562,141.5063018798828,30.171144485473636,46.26729202270508,80.30170440673828,45.6624641418457
2018-09-06,106.69466400146484,219.03330993652344,1958.31005859375,162.52999877929688,212.8800048828125,1171.43994140625,1183.989990234375,109.8759994506836,132.27517700195312,76.011962890625,143.32138061523438,29.99612617492676,45.8213005065918,79.68467712402344,45.67212295532226
2018-09-07,106.17463684082031,217.26611328125,1952.0699462890625,163.0399932861328,214.0399932861328,1164.8299560546875,1177.5899658203125,110.08785247802734,132.71006774902344,77.30623626708984,142.031982421875,30.00584983825684,45.03596115112305,78.97122192382812,45.449951171875
2018-09-10,107.32261657714844,214.3502349853516,1939.010009765625,164.17999267578125,215.1100006103516,1164.6400146484375,1175.06005859375,109.5004425048828,132.60377502441406,77.19286346435547,142.90480041503906,29.96695327758789,44.89051818847656,79.42434692382812,45.46926498413086
2018-09-11,109.14764404296876,219.76963806152344,1987.1500244140625,165.94000244140625,215.1000061035156,1177.3599853515625,1189.989990234375,110.19378662109376,133.86012268066406,78.279296875,144.30331420898438,29.99612617492676,43.56222915649414,79.06763458251953,45.43062210083008
2018-09-12,109.60879516601562,217.0402984619141,1990.0,162.0,214.58999633789062,1162.8199462890625,1171.5999755859375,108.89376068115234,134.68157958984378,78.53436279296875,145.37449645996094,29.587751388549805,43.56222915649414,80.12816619873047,45.295387268066406
2018-09-13,110.7862319946289,222.282958984375,1989.8699951171875,161.36000061035156,214.88999938964844,1175.3299560546875,1182.1400146484375,109.31747436523438,135.19378662109378,77.76913452148438,146.42584228515625,29.305776596069336,44.18274688720703,80.4559555053711,45.63348770141602
2018-09-14,111.23758697509766,219.7598114013672,1970.18994140625,162.32000732421875,216.3699951171875,1172.530029296875,1177.97998046875,109.29821014404295,134.80722045898438,78.33597564697266,146.63412475585938,29.52941131591797,44.15365982055664,80.61022186279297,45.78804397583008
2018-09-17,110.03070831298828,213.908447265625,1908.030029296875,160.5800018310547,216.2899932861328,1156.050048828125,1159.8299560546875,109.6256332397461,135.26144409179688,78.79888916015625,144.9876708984375,29.44190216064453,44.03731155395508,81.22725677490234,45.50790405273438
2018-09-18,111.08058166503906,214.2618865966797,1941.050048828125,160.3000030517578,218.3000030517578,1161.219970703125,1167.1099853515625,110.06859588623048,135.82197570800778,79.0067138671875,146.42584228515625,29.37384033203125,44.69660949707031,80.98623657226562,45.84600448608398
2018-09-19,109.59899139404295,214.38949584960938,1926.4200439453125,163.05999755859375,220.9499969482422,1171.0899658203125,1174.27001953125,113.26570129394531,135.74465942382812,79.95144653320312,146.21755981445312,30.1419734954834,44.74509048461914,80.98623657226562,45.67212295532226
2018-09-20,111.43382263183594,216.01927185058597,1944.300048828125,166.02000427246094,221.67999267578125,1186.8699951171875,1191.5699462890625,114.23828887939452,137.21363830566406,80.13094329833984,148.02273559570312,30.32671546936035,45.76312255859375,82.29743957519531,46.10681915283203
2018-09-21,112.11083221435548,213.6924591064453,1915.010009765625,162.92999267578125,220.5200042724609,1166.0899658203125,1172.1199951171875,113.48717498779295,138.08343505859378,80.46158599853516,148.82611083984375,30.171144485473636,45.23956680297852,82.74092864990234,46.90859603881836
2018-09-24,112.51312255859376,216.7653961181641,1934.3599853515625,165.41000366210938,218.1300048828125,1173.3699951171875,1179.56005859375,112.39900970458984,135.75433349609378,81.81253051757812,147.89378356933594,29.889169692993164,45.48194885253906,81.24653625488281,46.79267120361328
2018-09-25,112.2972640991211,218.13987731933597,1974.550048828125,164.91000366210938,218.0500030517578,1184.6500244140625,1193.8900146484375,112.08123016357422,133.98576354980472,81.71805572509766,148.35995483398438,29.821107864379886,44.51239776611328,80.13780975341797,46.8216552734375
2018-09-26,111.83610534667969,216.4021453857422,1974.8499755859373,166.9499969482422,216.1100006103516,1180.489990234375,1194.06005859375,110.76194763183594,133.52188110351562,81.03787231445312,148.05245971679688,29.296052932739254,44.30878448486328,80.27278137207031,46.76369857788086
2018-09-27,112.25802612304688,220.84957885742188,2012.97998046875,168.83999633789062,216.6999969482422,1194.6400146484375,1207.3599853515625,110.28044891357422,133.57986450195312,81.02841186523438,148.79635620117188,29.111310958862305,44.48331069946289,79.88713836669922,46.68641662597656
2018-09-28,112.2187728881836,221.6251678466797,2003.0,164.4600067138672,214.1100006103516,1193.469970703125,1207.0799560546875,108.6626434326172,133.53152465820312,80.31986999511719,148.8657684326172,28.64459800720215,45.85038757324219,80.24386596679688,46.99553298950195
2018-10-01,113.43543243408205,223.11746215820312,2004.3599853515625,162.44000244140625,214.77999877929688,1195.31005859375,1208.530029296875,109.29821014404295,135.00051879882812,81.06620788574219,149.56008911132812,28.82933807373047,45.03596115112305,80.66806030273438,47.208045959472656
2018-10-02,112.98410034179688,225.10064697265625,1971.31005859375,159.3300018310547,215.2899932861328,1200.1099853515625,1207.6400146484375,109.75080871582031,135.76399230957028,81.6802749633789,148.44921875,28.76127624511719,46.6357307434082,81.33332061767578,47.34329223632813
2018-10-03,113.00372314453124,227.8397979736328,1952.760009765625,162.42999267578125,216.3999938964844,1202.949951171875,1211.530029296875,110.7812042236328,134.3626708984375,81.38742065429688,148.15164184570312,29.16965103149414,47.275634765625,80.05103302001953,47.4688720703125
2018-10-04,110.66848754882812,223.83416748046875,1909.4200439453125,158.85000610351562,218.97000122070312,1168.18994140625,1177.0699462890625,111.78001403808594,134.67193603515622,80.84892272949219,145.5629425048828,29.587751388549805,46.66481399536133,78.9808578491211,47.05068588256836
2018-10-05,110.0208969116211,220.20159912109372,1889.6500244140625,157.3300018310547,219.4600067138672,1157.3499755859375,1167.8299560546875,111.14969635009766,134.43032836914062,80.6221923828125,144.1743621826172,29.39328575134277,45.59830093383789,79.20260620117188,46.80755615234375
2018-10-08,108.76496887207031,219.69110107421875,1864.4200439453125,157.25,222.05999755859372,1148.969970703125,1155.9200439453125,111.82849884033205,134.71058654785156,81.36851501464844,140.732666015625,29.43217849731445,45.59830093383789,79.44364166259766,46.21431350708008
2018-10-09,110.14845275878906,222.73458862304688,1870.3199462890625,157.89999389648438,223.75999450683597,1138.8199462890625,1145.1700439453125,111.05271911621094,134.52694702148438,81.72750091552734,141.1492462158203,29.150205612182614,45.1329116821289,79.25080871582031,46.18513870239258
2018-10-10,104.16319274902344,212.4161529541016,1755.25,151.3800048828125,213.1000061035156,1081.219970703125,1092.1600341796877,108.0950698852539,133.10629272460938,79.84751892089844,134.41461181640622,28.43068885803223,43.43618392944336,78.5180892944336,44.37624740600586
2018-10-11,103.91789245605469,210.5409698486328,1719.3599853515625,153.35000610351562,205.19000244140625,1079.3199462890623,1090.739990234375,104.85618591308594,129.34689331054688,77.08895111083984,132.63920593261722,27.57504653930664,42.88354110717773,76.04029083251953,42.90773391723633
2018-10-12,107.5090560913086,218.06134033203125,1788.6099853515625,153.74000549316406,206.8000030517578,1110.0799560546877,1120.5400390625,103.7119140625,129.37588500976562,76.881103515625,138.9176025390625,27.672277450561523,43.51375198364258,76.22346496582031,44.45404815673828
2018-10-15,105.57611083984376,213.39791870117188,1760.949951171875,153.52000427246094,205.02999877929688,1092.25,1102.43994140625,103.12037658691406,129.45321655273438,76.3520736694336,136.11067199707028,27.1472225189209,43.17440414428711,77.25507354736328,43.44261932373047
2018-10-16,108.91214752197266,218.10060119628903,1819.9599609375,158.77999877929688,209.8300018310547,1121.280029296875,1133.0799560546875,105.33135223388672,131.97560119628906,76.7110595703125,140.58389282226562,27.74034118652344,44.541481018066406,78.103515625,44.56102752685547
2018-10-17,108.62760162353516,217.1581115722656,1831.72998046875,159.4199981689453,210.5200042724609,1115.68994140625,1127.5899658203125,106.50472259521484,134.77824401855472,76.99447631835938,141.28810119628906,28.10009765625,44.49300384521485,78.92301940917969,44.6777229309082
2018-10-18,106.4591827392578,212.0823516845703,1770.719970703125,154.9199981689453,208.6999969482422,1087.969970703125,1097.9100341796877,104.81739807128906,134.81689453125,77.32512664794922,138.15385437011722,27.46808815002441,43.601016998291016,78.04490661621094,44.210914611816406
2018-10-19,106.6161651611328,215.31236267089844,1764.030029296875,154.0500030517578,209.8300018310547,1096.4599609375,1105.1800537109377,104.6428451538086,134.38198852539062,77.43849182128906,138.93743896484378,27.536151885986328,42.66054153442383,84.91178131103516,44.09421157836914
2018-10-22,107.5679168701172,216.62794494628903,1789.300048828125,154.77999877929688,206.19000244140625,1101.1600341796877,1111.3699951171877,103.13978576660156,134.0244140625,76.66383361816406,139.49287414550778,26.622169494628906,43.63978958129883,84.23091888427734,44.50267028808594
2018-10-23,106.0666961669922,218.67002868652344,1768.699951171875,154.38999938964844,204.0,1103.68994140625,1114.9100341796877,102.06339263916016,134.26602172851562,75.4262466430664,137.98524475097656,26.27213478088379,43.14531707763672,84.7756118774414,44.17201232910156
2018-10-24,100.39542388916016,211.16929626464844,1664.199951171875,146.0399932861328,199.80999755859372,1050.7099609375,1057.1199951171877,100.16272735595705,132.85504150390622,73.3289794921875,133.1649169921875,25.465106964111328,41.128639221191406,87.0126724243164,42.859107971191406
2018-10-25,106.262939453125,215.79345703125,1782.1700439453125,150.9499969482422,201.97999572753903,1095.5699462890623,1103.5899658203123,101.6852035522461,133.82147216796878,73.9808349609375,139.37384033203122,25.854034423828125,42.96110534667969,86.56526947021484,44.220645904541016
2018-10-26,104.9481430053711,212.35723876953125,1642.81005859375,145.3699951171875,198.4900054931641,1071.469970703125,1083.75,100.28878784179688,132.371826171875,73.24394989013672,136.61653137207028,25.65956878662109,44.29909133911133,85.45645904541016,43.03416442871094
2018-10-29,101.89663696289062,208.3712615966797,1538.8800048828125,142.08999633789062,200.0399932861328,1020.0800170898438,1034.72998046875,101.67549896240234,132.93235778808594,72.79048156738281,133.23434448242188,25.87348175048828,44.017921447753906,85.8260498046875,42.63542938232422
2018-10-30,101.77890014648438,209.41192626953125,1530.4200439453125,146.22000122070312,203.3500061035156,1036.2099609375,1049.510009765625,103.469482421875,136.02491760253906,74.42484283447266,131.67710876464844,26.038776397705078,46.30607604980469,86.75006866455078,43.3551025390625
2018-10-31,104.80096435546876,214.8705902099609,1598.010009765625,151.7899932861328,205.27999877929688,1076.77001953125,1090.5799560546877,105.71923065185548,135.29045104980472,75.27509307861328,136.72563171386722,26.738847732543945,45.4528694152832,86.25402069091797,44.49295043945313
2018-11-01,103.92769622802734,218.1693420410156,1665.530029296875,151.75,205.8600006103516,1070.0,1085.97998046875,105.68045806884766,136.09257507324222,76.2103500366211,139.68132019042972,27.04026985168457,46.7520751953125,87.13912200927734,44.395694732666016
2018-11-02,104.16319274902344,203.697998046875,1665.530029296875,150.35000610351562,206.57000732421875,1057.7900390625,1071.489990234375,105.09861755371094,135.95726013183594,77.41959381103516,138.63987731933594,27.118051528930664,45.675865173339844,87.35310363769531,44.230369567871094
2018-11-05,105.48779296875,197.91537475585938,1627.800048828125,148.67999267578125,216.2400054931641,1040.0899658203123,1055.72998046875,105.78711700439452,137.42622375488278,77.12673950195312,138.65971374511722,27.28334808349609,46.50968551635742,88.705078125,44.87223434448242
2018-11-06,105.69384765625,200.0556488037109,1642.81005859375,149.94000244140625,218.50999450683597,1055.81005859375,1069.5699462890623,106.28168487548828,137.78384399414062,77.45738220214844,139.64164733886722,27.42919540405273,46.09990310668945,89.00659942626953,45.22234725952149
2018-11-07,109.85409545898438,206.12298583984372,1755.489990234375,151.52999877929688,221.2400054931641,1093.3900146484377,1108.239990234375,108.10476684570312,139.89065551757812,78.43988800048828,143.59909057617188,27.75006484985352,47.53412628173828,88.79261779785156,46.5838737487793
2018-11-08,109.6480484008789,205.40380859375,1754.9100341796875,147.8699951171875,222.4199981689453,1082.4000244140623,1094.6300048828123,108.9775161743164,140.42218017578122,77.19286346435547,144.04542541503906,28.0709285736084,47.79755401611328,88.86071014404297,47.10903549194336
2018-11-09,107.5090560913086,201.44329833984372,1712.4300537109375,144.9600067138672,219.6300048828125,1066.1500244140623,1077.02001953125,107.9205093383789,140.46083068847656,77.17378997802734,142.75601196289062,27.73061752319336,46.9389762878418,89.8819808959961,45.81557846069336
2018-11-12,104.8598403930664,191.29576110839844,1636.8499755859375,141.5500030517578,215.4199981689453,1038.6300048828123,1049.3599853515623,105.65135955810548,140.73143005371094,76.18131256103516,138.58036804199222,26.9819278717041,45.51451110839844,90.1640396118164,44.36651992797852
2018-11-13,104.92852783203124,189.3844757080078,1631.1700439453125,142.16000366210938,217.9199981689453,1036.050048828125,1047.969970703125,106.27198028564452,139.82298278808594,74.4349594116211,138.58036804199222,26.99164962768555,46.23649978637695,90.91297912597656,43.88025665283203
2018-11-14,103.4405288696289,184.03488159179688,1599.010009765625,144.22000122070312,216.02999877929688,1043.6600341796877,1054.5799560546877,104.08041381835938,139.40742492675778,73.85284423828125,138.35223388671878,26.45687294006348,45.94380569458008,90.93243408203124,43.11196517944336
2018-11-15,105.71686553955078,188.57662963867188,1619.43994140625,143.85000610351562,217.3800048828125,1064.7099609375,1071.050048828125,106.73745727539062,139.64903259277344,74.61627197265625,140.93568420410156,27.12777709960937,46.9389762878418,91.26313018798828,45.48492431640625
2018-11-16,106.71215057373048,190.6652374267578,1593.4100341796875,139.52999877929688,218.41000366210938,1061.489990234375,1068.27001953125,106.65988159179688,141.08901977539062,75.35108947753906,139.2862548828125,26.9819278717041,47.64145278930664,91.2533950805664,45.07646560668945
2018-11-19,103.09561920166016,183.10877990722656,1512.2900390625,131.55000305175778,217.94000244140625,1020.0,1027.4200439453123,107.47444152832031,142.77059936523438,75.59919738769531,133.90080261230472,26.9819278717041,46.83164978027344,90.73789978027344,44.49295043945313
2018-11-20,100.22802734375,174.36024475097656,1495.4599609375,132.42999267578122,210.7100067138672,1025.760009765625,1030.449951171875,105.16649627685548,141.5335693359375,73.45204162597656,132.51966857910156,26.622169494628906,46.23649978637695,89.58045959472656,43.26757049560547
2018-11-21,101.6076202392578,174.16319274902344,1516.72998046875,134.82000732421878,210.8600006103516,1037.6099853515623,1043.4300537109377,104.38101959228516,137.22331237792972,74.01506805419922,133.56297302246094,26.51521301269531,45.88526153564453,88.90933227539062,43.65658187866211
2018-11-23,101.56820678710938,169.73965454101562,1502.06005859375,131.72999572753906,207.07000732421875,1023.8800048828124,1030.0999755859377,103.4209976196289,137.45524597167972,72.0396728515625,132.02285766601562,26.22351455688477,45.407188415527344,89.03578186035156,43.316200256347656
2018-11-26,104.91867065429688,172.03517150878906,1581.3299560546875,136.3800048828125,210.6300048828125,1048.6199951171877,1055.93994140625,105.95198059082031,137.49415588378906,73.46157836914062,135.07328796386722,26.79718589782715,46.29504013061523,89.42484283447266,44.3178939819336
2018-11-27,105.57889556884766,171.66079711914062,1581.4200439453125,135.0,212.52999877929688,1044.4100341796877,1052.280029296875,106.3980484008789,139.29342651367188,73.52838134765625,135.04347229003906,26.972206115722656,46.89994430541992,90.18350219726562,44.852783203125
2018-11-28,109.50091552734376,178.26162719726562,1677.75,136.75999450683594,217.5,1086.22998046875,1091.7900390625,107.58111572265624,142.4251708984375,74.86439514160156,140.47862243652344,27.64310646057129,47.67071914672852,90.46556091308594,45.990638732910156
2018-11-29,108.58446502685548,176.89219665527344,1673.5699462890625,138.67999267578122,217.6999969482422,1088.300048828125,1094.5799560546877,106.72775268554688,141.85133361816406,75.4465103149414,138.21311950683594,27.26390266418457,46.5389518737793,90.28076171875,46.03926086425781
2018-11-30,109.27426147460938,175.93655395507812,1690.1700439453125,140.61000061035156,218.2400054931641,1094.4300537109377,1109.6500244140623,107.82354736328124,142.87254333496094,75.86639404296875,140.8065185546875,27.61393547058105,48.10976791381836,91.92453002929688,46.55469512939453
2018-12-03,110.45677947998048,182.0841827392578,1772.3599853515625,141.08999633789062,220.80999755859372,1106.4300537109377,1116.3599853515623,108.8417510986328,142.2014617919922,77.5077896118164,144.07553100585938,27.75006484985352,48.90980911254883,90.76708984375,47.400794982910156
2018-12-04,106.93878936767578,174.0745391845703,1668.4000244140625,137.92999267578122,210.1199951171875,1050.8199462890623,1062.469970703125,103.9834442138672,142.02639770507812,75.79960632324219,137.75608825683594,26.242961883544922,46.58773422241211,90.75735473632812,46.04898452758789
2018-12-06,107.59903717041016,172.13368225097656,1699.18994140625,139.6300048828125,207.9600067138672,1068.72998046875,1078.0799560546877,102.00521087646484,141.90968322753906,74.80713653564453,140.15071105957028,25.69542121887207,47.19264221191406,90.99079895019531,47.0604133605957
2018-12-07,103.2927017211914,165.9959259033203,1629.1300048828125,137.41999816894528,204.8800048828125,1036.5799560546877,1046.5799560546877,100.16272735595705,141.4428253173828,74.0914077758789,136.23582458496094,24.86432838439941,45.11449432373047,89.92088317871094,45.16398620605469
2018-12-10,106.0223388671875,167.0894775390625,1641.030029296875,141.85000610351562,203.25999450683597,1039.550048828125,1053.1800537109377,98.29116821289062,141.27749633789062,73.04168701171875,137.00091552734378,24.209230422973636,46.06088256835938,90.48501586914062,45.57245254516602
2018-12-11,107.00777435302734,166.13385009765625,1643.239990234375,142.0800018310547,202.27999877929688,1051.75,1061.6500244140623,97.33114624023438,142.48350524902344,73.17529296875,135.937744140625,24.033233642578125,46.22674179077149,91.34095001220705,45.7961311340332
2018-12-12,107.49063873291016,166.5968780517578,1663.5400390625,144.5,202.47999572753903,1063.6800537109377,1073.72998046875,97.96145629882812,143.0670623779297,72.54545593261719,136.92143249511722,23.97456932067871,46.66579055786133,91.4576644897461,46.11706161499024
2018-12-13,107.85523986816406,168.4194793701172,1658.3800048828125,145.00999450683594,202.4199981689453,1061.9000244140623,1073.5400390625,98.05842590332031,143.78675842285156,73.46157836914062,136.66307067871094,23.85723876953125,47.11459732055664,93.85035705566406,46.16569137573242
2018-12-14,104.48507690429688,163.03045654296875,1591.9100341796875,144.05999755859375,200.0,1042.0999755859377,1051.7099609375,97.2535629272461,129.35362243652344,72.12555694580078,134.22871398925778,23.935457229614254,46.69506072998047,93.99625396728516,44.56102752685547
2018-12-17,101.3908233642578,161.5132598876953,1520.9100341796875,140.19000244140622,197.9199981689453,1016.530029296875,1025.6500244140623,96.0123062133789,125.59944915771484,70.65595245361328,130.56221008300778,23.92568206787109,45.934043884277344,90.23212432861328,42.98554229736328
2018-12-18,102.45509338378906,163.6117401123047,1551.47998046875,143.66000366210938,196.5200042724609,1028.7099609375,1043.4100341796877,95.5565414428711,126.84435272216795,68.70919799804689,131.814208984375,23.92568206787109,46.57798385620117,89.95979309082031,42.849388122558594
2018-12-19,102.1791763305664,158.50840759277344,1495.0799560546875,133.24000549316406,195.1699981689453,1023.010009765625,1035.4599609375,94.34439086914062,124.11139678955078,67.54495239257811,130.42311096191406,23.642133712768555,44.46080017089844,89.24976348876953,41.95466232299805
2018-12-20,100.03093719482422,154.5084991455078,1460.8299560546875,133.39999389648438,193.5800018310547,1009.4099731445312,1023.5800170898438,93.52981567382812,124.75331115722656,65.49321746826172,127.93905639648438,23.57369041442871,44.4315299987793,88.49109649658203,41.3225212097168
2018-12-21,96.7987289428711,148.49879455566406,1377.449951171875,124.9499969482422,192.1000061035156,979.5399780273438,991.25,91.31884765625,124.57823181152344,65.00653076171875,123.46775817871094,22.85015106201172,43.74856948852539,88.48137664794922,40.700103759765625
2018-12-24,92.75846099853516,144.6565399169922,1343.9599609375,124.05999755859376,187.75999450683597,976.219970703125,984.6699829101562,89.35031127929688,119.47216796875,62.51581954956055,120.95388793945312,22.22438621520996,42.528995513916016,84.97012329101562,39.17324447631836
2018-12-26,99.0947723388672,154.84347534179688,1470.9000244140625,134.17999267578122,197.57000732421875,1039.4599609375,1047.8499755859377,93.0546646118164,123.23606872558594,65.50276184082031,129.39968872070312,23.57369041442871,45.06570816040039,87.62545013427734,41.30307388305664
2018-12-27,99.70574188232422,153.83856201171875,1461.6400146484375,134.52000427246094,200.1199951171875,1043.8800048828123,1052.9000244140623,94.1019515991211,123.91688537597656,65.78905487060547,131.16835021972656,23.82790565490723,45.23157119750977,89.50263977050781,41.73098373413086
2018-12-28,98.92724609375,153.91738891601562,1478.02001953125,133.19999694824222,202.0800018310547,1037.0799560546877,1046.6800537109377,93.89832305908205,123.78072357177734,65.05423736572266,130.10516357421878,23.84746170043945,45.61207580566406,88.68563079833984,41.59482955932617
2018-12-31,100.09005737304688,155.40504455566406,1501.969970703125,131.08999633789062,204.17999267578125,1035.6099853515623,1044.9599609375,94.6644058227539,125.51192474365234,65.07333374023439,131.09878540039062,24.09189796447754,45.7876968383789,89.40538787841797,42.139442443847656
2019-01-02,99.64661407470705,155.58236694335938,1539.1300048828125,135.67999267578122,202.8000030517578,1045.8499755859377,1054.6800537109377,96.30323028564452,124.24755859375,66.50477600097656,132.07252502441406,24.40478134155273,45.934043884277344,88.78288269042969,41.76988220214844
2019-01-03,95.98081970214844,140.08522033691406,1500.280029296875,131.74000549316406,191.66000366210938,1016.0599975585938,1025.469970703125,94.9345932006836,122.2732162475586,65.48367309570311,127.3130874633789,24.01367950439453,43.40708541870117,88.160400390625,40.25080108642578
2019-01-04,100.44481658935548,146.0653533935547,1575.3900146484375,137.94999694824222,195.1999969482422,1070.7099609375,1078.0699462890623,98.43439483642578,124.32537078857422,67.89804840087889,132.79788208007812,25.010988235473636,46.07064056396485,89.95979309082031,42.06389617919922
2019-01-07,100.57292175292969,145.74026489257812,1629.510009765625,138.05000305175778,196.91000366210938,1068.3900146484377,1075.9200439453123,98.5028305053711,123.5278549194336,68.25112915039061,135.19252014160156,24.991436004638672,46.2852783203125,89.59991455078125,42.34811019897461
2019-01-08,101.30213928222656,148.5185089111328,1656.5799560546875,142.52999877929688,196.30999755859372,1076.280029296875,1085.3699951171877,98.31707763671876,126.39698791503906,68.74736785888672,135.92781066894528,24.942546844482425,46.57798385620117,89.93061065673828,42.69113540649414
2019-01-09,102.75071716308594,151.0406036376953,1659.4200439453125,144.22999572753906,196.3699951171875,1074.6600341796877,1081.6500244140623,98.15089416503906,125.39519500732422,69.10999298095703,137.52754211425778,25.18698692321777,46.84140396118164,88.46192169189453,42.4559211730957
