Date,High,Low,Open,Close,Volume,Adj Close
2019-08-05,153.0500030517578,150.3000030517578,152.24000549316406,152.1300048828125,1004700.0,151.35047912597656
2019-08-06,153.67999267578125,150.97000122070312,153.36000061035156,153.47999572753906,771200.0,152.6935577392578
2019-08-07,153.33999633789062,150.3000030517578,151.35000610351562,153.2100067138672,1534000.0,152.42495727539062
2019-08-08,155.64999389648438,153.27999877929688,154.0,155.27999877929688,897300.0,154.48434448242188
2019-08-09,155.0,152.66000366210938,154.57000732421875,153.72000122070312,902800.0,152.93234252929688
2019-08-12,153.3300018310547,149.97000122070312,152.13999938964844,150.0,1513100.0,149.2313995361328
2019-08-13,154.1999969482422,150.11000061035156,150.11000061035156,152.44000244140625,1856000.0,151.6588897705078
2019-08-14,151.49000549316406,149.50999450683594,150.27999877929688,150.11000061035156,2513800.0,149.34083557128906
2019-08-15,153.85000610351562,150.52000427246094,151.1300048828125,152.5,3213900.0,151.7185821533203
2019-08-16,147.41000366210938,138.60000610351562,146.86000061035156,138.69000244140625,4969800.0,137.97935485839844
2019-08-19,153.85000610351562,135.7100067138672,138.85000610351562,136.5399932861328,1457900.0,135.84036254882812
2019-08-20,136.1999969482422,130.6300048828125,136.1999969482422,130.75,1641400.0,130.0800323486328
2019-08-21,139.9600067138672,135.0,137.0,138.07000732421875,2428800.0,137.36253356933594
2019-08-22,139.11000061035156,135.33999633789062,138.5800018310547,135.52999877929688,1080200.0,134.83554077148438
2019-08-23,136.41000366210938,129.94000244140625,134.69000244140625,130.5800018310547,1977900.0,129.91090393066406
2019-08-26,131.7899932861328,126.80000305175781,131.7899932861328,127.47000122070312,1373800.0,126.81684112548828
2019-08-27,127.86000061035156,121.8499984741211,127.63999938964844,122.08000183105469,1396300.0,121.45446014404297
2019-08-28,123.30999755859375,120.7699966430664,121.26000213623047,122.23999786376953,893100.0,121.61363983154297
2019-08-29,124.08999633789062,122.44999694824219,122.68000030517578,122.75,1226500.0,122.12102508544922
2019-08-30,124.16999816894531,122.08000183105469,123.33999633789062,122.94999694824219,699300.0,122.31999969482422
2019-09-03,122.91999816894531,118.4000015258789,122.69999694824219,122.05000305175781,1474100.0,122.05000305175781
2019-09-04,123.36000061035156,120.22000122070312,122.88999938964844,123.33000183105469,1588900.0,123.33000183105469
2019-09-05,127.83999633789062,124.66000366210938,124.73999786376953,126.98999786376953,809073.0,126.98999786376953
